cluster,n_customers,avg_recency_days,avg_frequency,avg_monetary,total_monetary,pct_customers,pct_revenue,recency_rank,monetary_rank,segment_name
0,27855,173.52119906659487,1.0,318.2288695027823,8864265.16,29.836757428393923,57.486350342851175,2.0,1.0,High-Value One-Time Buyers
3,2801,220.2945376651196,2.1138878971795787,308.5281899321671,864187.46,3.0002784978255748,5.60441076510607,3.0,2.0,Repeat / Loyal Customers
2,27007,425.3799015070167,1.0,119.46544044136705,3226403.15,28.928426058827313,20.92380343777742,4.0,3.0,Lapsed / Win-Back Target
1,35695,147.7813419246393,1.0,69.0549931362936,2464917.98,38.23453801495319,15.985435454265339,1.0,4.0,Low-Value / Price-Sensitive
